1	18
1	47
1	48
2	14
2	21
2	32
2	54
3	16
3	19
3	34
3	50
3	51
4	36
4	37
4	39
4	55
5	12
5	21
5	24
5	26
6	24
6	25
6	38
6	57
7	40
7	42
7	43
7	44
7	58
7	59
8	45
8	61
8	63
9	8
9	63
10	11
10	46
13	10
13	11
14	12
16	28
16	29
16	51
18	19
35	19
19	49
22	20
58	25
60	25
62	26
32	33
34	36
37	35
38	32
39	59
42	39
44	45
46	27
47	46
47	29
48	31
49	48
49	50
50	17
51	15
51	52
52	33
53	30
53	52
54	13
54	53
55	40
55	56
56	23
57	22
57	56
58	40
60	58
59	41
61	60
61	62
63	62
